,:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,school_address,school_city,school_code,school_name,school_not_found,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
587,8,13827,5,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,18 BROOKLYN,Blocked Driveway,2017-11-22T22:19:53.000,AVENUE N,SEAVIEW AVENUE,Partial Access,2017-11-23T06:19:53.000,Precinct,1574 EAST 98 STREET,11236,,,40.63529588364898,"{u'type': u'Point', u'coordinates': [-73.889864836738, 40.635295883649]}",Street/Sidewalk,-73.88986483673796,BROOKLYN,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST 98 STREET,,37763229,1014818,170751
588,1,12425,23,4,ADDRESS,HPD,Department of Housing Preservation and Development,MANHATTAN,NEW YORK,,08 MANHATTAN,HEAT/HOT WATER,2017-11-22T22:19:39.000,,,ENTIRE BUILDING,,N/A,1626 2 AVENUE,10028,,,40.776801210358286,"{u'type': u'Point', u'coordinates': [-73.952516846397, 40.776801210358]}",RESIDENTIAL BUILDING,-73.9525168463971,MANHATTAN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,2 AVENUE,,37765966,997401,222290
589,51,12078,11,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:59:28.000,05 MANHATTAN,Noise - Residential,2017-11-22T22:19:24.000,5 AVENUE,MADISON AVENUE,Loud Music/Party,2017-11-23T06:19:24.000,Precinct,9 EAST 32 STREET,10016,,,40.74688680876139,"{u'type': u'Point', u'coordinates': [-73.984842241127, 40.746886808761]}",Residential Building/House,-73.98484224112718,MANHATTAN,Unspecified,2017-11-22T22:59:28.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 32 STREET,,37762681,988450,211388
590,44,17216,1,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:31:12.000,11 BROOKLYN,Noise - Residential,2017-11-22T22:19:19.000,BEND,BELT PARKWAY,Loud Music/Party,2017-11-23T06:19:19.000,Precinct,377 BAY 8 STREET,11228,,,40.60443263505353,"{u'type': u'Point', u'coordinates': [-74.017959631539, 40.604432635054]}",Residential Building/House,-74.01795963153934,BROOKLYN,Unspecified,2017-11-22T22:31:12.000,The Police Department reviewed your complaint and provided additional information below.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BAY 8 STREET,,37761410,979263,159488
591,42,10929,50,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,04 BRONX,HEAT/HOT WATER,2017-11-22T22:19:14.000,,,APARTMENT ONLY,,N/A,840 GRAND CONCOURSE,10451,,,40.82575137511288,"{u'type': u'Point', u'coordinates': [-73.923257800374, 40.825751375113]}",RESIDENTIAL BUILDING,-73.92325780037416,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,GRAND CONCOURSE,,37765918,1005489,240130
592,29,11606,24,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T00:48:49.000,07 BRONX,Noise - Residential,2017-11-22T22:18:54.000,EAST FORDHAM ROAD,EAST 192 STREET,Loud Music/Party,2017-11-23T06:18:54.000,Precinct,2559 GRAND CONCOURSE,10468,,,40.86368677809373,"{u'type': u'Point', u'coordinates': [-73.896211119419, 40.863686778094]}",Residential Building/House,-73.8962111194186,BRONX,Unspecified,2017-11-23T00:48:49.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND CONCOURSE,,37761409,1012958,253959
593,6,15312,41,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Saint Albans,,12 QUEENS,HEAT/HOT WATER,2017-11-22T22:18:33.000,,,APARTMENT ONLY,,N/A,104-25 195 STREET,11412,,,40.707591694500834,"{u'type': u'Point', u'coordinates': [-73.763126214715, 40.707591694501]}",RESIDENTIAL BUILDING,-73.76312621471493,QUEENS,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,195 STREET,,37765268,1049923,197160
594,34,14788,54,3,ADDRESS,NYPD,New York City Police Department,QUEENS,MASPETH,,05 QUEENS,Illegal Parking,2017-11-22T22:18:31.000,59 ROAD,59 DRIVE,Blocked Hydrant,2017-11-23T06:18:31.000,Precinct,59-30 69 STREET,11378,,,40.72249540582812,"{u'type': u'Point', u'coordinates': [-73.893580943814, 40.722495405828]}",Street/Sidewalk,-73.89358094381383,QUEENS,Unspecified,2017-11-22T22:29:10.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,69 STREET,,37763719,1013748,202519
595,32,11728,56,4,ADDRESS,DEP,Department of Environmental Protection,MANHATTAN,NEW YORK,,01 MANHATTAN,Noise,2017-11-22T22:18:00.000,PARK ROW,THEATER ALLY,Noise: Construction Equipment (NC1),,N/A,1 BEEKMAN STREET,10038,,,40.71158729908589,"{u'type': u'Point', u'coordinates': [-74.006867878321, 40.711587299086]}",,-74.0068678783213,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,BEEKMAN STREET,,37759888,982346,198527
596,31,11271,43,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,10 BRONX,Blocked Driveway,2017-11-22T22:17:49.000,DORIS STREET,MANNING STREET,No Access,2017-11-23T06:17:49.000,Precinct,2202 GLEBE AVENUE,10462,,,40.83662075582736,"{u'type': u'Point', u'coordinates': [-73.850740369348, 40.836620755827]}",Street/Sidewalk,-73.85074036934847,BRONX,Unspecified,2017-11-23T01:37:35.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,GLEBE AVENUE,,37763720,1025552,244116
597,7,17621,2,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,12 BROOKLYN,HEAT/HOT WATER,2017-11-22T22:17:32.000,,,APARTMENT ONLY,,N/A,939 58 STREET,11219,,,40.63478582542784,"{u'type': u'Point', u'coordinates': [-74.005292700724, 40.634785825428]}",RESIDENTIAL BUILDING,-74.00529270072366,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,58 STREET,,37765013,982781,170546
598,48,13509,17,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2017-11-22T22:17:10.000,,,ENTIRE BUILDING,,N/A,1059 UNION STREET,11225,,,40.66970559145514,"{u'type': u'Point', u'coordinates': [-73.957884956944, 40.669705591455]}",RESIDENTIAL BUILDING,-73.95788495694359,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,UNION STREET,,37765970,995933,183271
599,2,11275,29,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,12 BRONX,Blocked Driveway,2017-11-22T22:17:04.000,EDENWALD AVENUE,BUSSING AVENUE,No Access,2017-11-23T06:17:04.000,Precinct,4121 GRACE AVENUE,10466,,,40.89323457729957,"{u'type': u'Point', u'coordinates': [-73.845712291871, 40.8932345773]}",Street/Sidewalk,-73.84571229187145,BRONX,Unspecified,2017-11-23T00:11:19.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,GRACE AVENUE,,37760862,1026907,264745
600,13,10369,4,1,ADDRESS,NYPD,New York City Police Department,STATEN ISLAND,STATEN ISLAND,,01 STATEN ISLAND,Illegal Parking,2017-11-22T22:16:51.000,HAMILTON AVENUE,DEAD END,Posted Parking Sign Violation,2017-11-23T06:16:51.000,Precinct,21 EGMONT PLACE,10301,,,40.64500976298966,"{u'type': u'Point', u'coordinates': [-74.084036763565, 40.64500976299]}",Street/Sidewalk,-74.08403676356474,STATEN ISLAND,Unspecified,2017-11-22T23:41:56.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,EGMONT PLACE,,37759968,960929,174282
601,31,11271,43,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,10 BRONX,Blocked Driveway,2017-11-22T22:16:40.000,DORIS STREET,MANNING STREET,No Access,2017-11-23T06:16:40.000,Precinct,2202 GLEBE AVENUE,10462,,,40.83662075582736,"{u'type': u'Point', u'coordinates': [-73.850740369348, 40.836620755827]}",Street/Sidewalk,-73.85074036934847,BRONX,Unspecified,2017-11-23T01:37:36.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,GLEBE AVENUE,,37762628,1025552,244116
602,22,10936,24,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T00:47:49.000,07 BRONX,Noise - Residential,2017-11-22T22:16:39.000,EAST FORDHAM ROAD,EAST 193 STREET,Loud Music/Party,2017-11-23T06:16:39.000,Precinct,2563 DECATUR AVENUE,10458,,,40.862603336229455,"{u'type': u'Point', u'coordinates': [-73.891032124853, 40.862603336229]}",Residential Building/House,-73.89103212485293,BRONX,Unspecified,2017-11-23T00:47:49.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,DECATUR AVENUE,,37763623,1014391,253566
603,23,12422,20,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:22:03.000,07 MANHATTAN,Noise - Street/Sidewalk,2017-11-22T22:16:16.000,WEST 105 STREET,WEST 106 STREET,Loud Talking,2017-11-23T06:16:16.000,Precinct,922 COLUMBUS AVENUE,10025,,,40.798727312382134,"{u'type': u'Point', u'coordinates': [-73.963253538456, 40.798727312382]}",Street/Sidewalk,-73.96325353845577,MANHATTAN,Unspecified,2017-11-22T22:22:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,COLUMBUS AVENUE,,37760829,994424,230277
604,36,12423,18,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:48:23.000,10 MANHATTAN,Noise - Residential,2017-11-22T22:16:03.000,WEST 113 STREET,WEST 114 STREET,Banging/Pounding,2017-11-23T06:16:03.000,Precinct,60 SAINT NICHOLAS AVENUE,10026,,,40.80088623075003,"{u'type': u'Point', u'coordinates': [-73.952506889797, 40.80088623075]}",Residential Building/House,-73.952506889797,MANHATTAN,Unspecified,2017-11-22T22:48:23.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SAINT NICHOLAS AVENUE,,37761704,997399,231065
605,45,18184,21,2,ADDRESS,DEP,Department of Environmental Protection,BROOKLYN,BROOKLYN,,13 BROOKLYN,Water System,2017-11-22T22:16:00.000,W 33 ST,W 35 ST,Dirty Water (WE),,N/A,3405 NEPTUNE AVENUE,11224,,,40.577098568651685,"{u'type': u'Point', u'coordinates': [-74.001393128725, 40.577098568652]}",,-74.00139312872457,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,NEPTUNE AVENUE,,37759949,983863,149529
606,51,10099,23,4,ADDRESS,TLC,Taxi and Limousine Commission,MANHATTAN,NEW YORK,,08 MANHATTAN,Taxi Complaint,2017-11-22T22:15:47.000,MADISON AVENUE,PARK AVENUE,Driver Complaint,2017-12-06T22:15:47.000,N/A,56 EAST 93 STREET,10128,,,40.78506112952299,"{u'type': u'Point', u'coordinates': [-73.955035086658, 40.785061129523]}",,-73.95503508665779,MANHATTAN,Unspecified,,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST 93 STREET,Other,37759287,996702,225299
607,28,14786,40,3,ADDRESS,NYPD,New York City Police Department,QUEENS,FOREST HILLS,2017-11-23T01:35:33.000,06 QUEENS,Noise - Commercial,2017-11-22T22:15:08.000,76 AVENUE,76 ROAD,Loud Music/Party,2017-11-23T06:15:08.000,Precinct,113-30 QUEENS BOULEVARD,11375,,,40.717516724493024,"{u'type': u'Point', u'coordinates': [-73.835524114823, 40.717516724493]}",Store/Commercial,-73.83552411482275,QUEENS,Unspecified,2017-11-23T01:35:33.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BOULEVARD,,37762828,1029844,200730
608,38,18182,36,2,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,BROOKLYN,BROOKLYN,,01 BROOKLYN,Food Establishment,2017-11-22T22:14:34.000,,,Handwashing,2017-12-29T22:14:34.000,N/A,,11222,NEWEL STREET,MESEROLE AVENUE,40.728212337128724,"{u'type': u'Point', u'coordinates': [-73.949322326486, 40.728212337129]}",Restaurant/Bar/Deli/Bakery,-73.94932232648605,BROOKLYN,Unspecified,,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37759185,998296,204588
609,29,11606,24,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T00:47:48.000,07 BRONX,Blocked Driveway,2017-11-22T22:14:08.000,EAST 196 STREET,BEND,Partial Access,2017-11-23T06:14:08.000,Precinct,2797 MORRIS AVENUE,10468,,,40.86969300147162,"{u'type': u'Point', u'coordinates': [-73.894097431909, 40.869693001472]}",Street/Sidewalk,-73.8940974319088,BRONX,Unspecified,2017-11-23T00:47:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MORRIS AVENUE,,37761673,1013540,256148
610,28,14786,40,3,ADDRESS,DEP,Department of Environmental Protection,QUEENS,Forest Hills,,06 QUEENS,Noise,2017-11-22T22:14:00.000,70 RD,71 AVE,Noise: air condition/ventilation equipment (NV1),,N/A,107-40 QUEENS BOULEVARD,11375,,,40.72154524559446,"{u'type': u'Point', u'coordinates': [-73.844839880608, 40.721545245594]}",,-73.84483988060846,QUEENS,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,QUEENS BOULEVARD,,37762351,1027259,202193
611,17,13516,69,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:21:44.000,03 BROOKLYN,Noise - Residential,2017-11-22T22:13:39.000,HOWARD AVENUE,SARATOGA AVENUE,Loud Music/Party,2017-11-23T06:13:39.000,Precinct,691 MACDONOUGH STREET,11233,,,40.683891539795,"{u'type': u'Point', u'coordinates': [-73.918712168729, 40.683891539795]}",Residential Building/House,-73.91871216872948,BROOKLYN,Unspecified,2017-11-22T23:21:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MACDONOUGH STREET,,37759856,1006795,188447
612,28,14786,40,3,ADDRESS,NYPD,New York City Police Department,QUEENS,FOREST HILLS,2017-11-23T01:35:34.000,06 QUEENS,Noise - Street/Sidewalk,2017-11-22T22:12:54.000,76 AVENUE,76 ROAD,Loud Talking,2017-11-23T06:12:54.000,Precinct,113-30 QUEENS BOULEVARD,11375,,,40.717516724493024,"{u'type': u'Point', u'coordinates': [-73.835524114823, 40.717516724493]}",Street/Sidewalk,-73.83552411482275,QUEENS,Unspecified,2017-11-23T01:35:34.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BOULEVARD,,37761878,1029844,200730
613,17,13516,69,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:21:44.000,03 BROOKLYN,Noise - Residential,2017-11-22T22:12:46.000,HOWARD AVENUE,SARATOGA AVENUE,Loud Music/Party,2017-11-23T06:12:46.000,Precinct,691 MACDONOUGH STREET,11233,,,40.683891539795,"{u'type': u'Point', u'coordinates': [-73.918712168729, 40.683891539795]}",Residential Building/House,-73.91871216872948,BROOKLYN,Unspecified,2017-11-22T23:21:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MACDONOUGH STREET,,37761218,1006795,188447
614,48,13829,68,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:27:08.000,02 BROOKLYN,Noise - Commercial,2017-11-22T22:12:41.000,FULTON STREET,ATLANTIC AVENUE,Banging/Pounding,2017-11-23T06:12:41.000,Precinct,470 VANDERBILT AVENUE,11238,,,40.68304840514443,"{u'type': u'Point', u'coordinates': [-73.967824202854, 40.683048405144]}",Store/Commercial,-73.96782420285443,BROOKLYN,Unspecified,2017-11-22T22:27:08.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,VANDERBILT AVENUE,,37763293,993174,188131
615,27,17620,2,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:52:01.000,12 BROOKLYN,Noise - Residential,2017-11-22T22:12:28.000,BEVERLEY ROAD,AVENUE C,Banging/Pounding,2017-11-23T06:12:28.000,Precinct,260 OCEAN PARKWAY,11218,,,40.642946011028386,"{u'type': u'Point', u'coordinates': [-73.974037731214, 40.642946011028]}",Residential Building/House,-73.97403773121381,BROOKLYN,Unspecified,2017-11-22T23:52:01.000,The Police Department reviewed your complaint and provided additional information below.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,OCEAN PARKWAY,,37760912,991455,173520
616,11,13510,60,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,14 BROOKLYN,HEAT/HOT WATER,2017-11-22T22:11:51.000,,,APARTMENT ONLY,,N/A,55 LENOX ROAD,11226,,,40.653692477421174,"{u'type': u'Point', u'coordinates': [-73.957693244459, 40.653692477421]}",RESIDENTIAL BUILDING,-73.95769324445949,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,LENOX ROAD,,37764885,995989,177437
617,17,16866,61,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:29:09.000,17 BROOKLYN,Noise - Residential,2017-11-22T22:11:41.000,TROY AVENUE,EAST 45 STREET,Banging/Pounding,2017-11-23T06:11:41.000,Precinct,4411 CHURCH AVENUE,11203,,,40.65148660564522,"{u'type': u'Point', u'coordinates': [-73.935963547012, 40.651486605645]}",Residential Building/House,-73.93596354701155,BROOKLYN,Unspecified,2017-11-22T22:29:09.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CHURCH AVENUE,,37764262,1002019,176637
618,44,16867,1,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:07:33.000,11 BROOKLYN,Blocked Driveway,2017-11-22T22:11:29.000,72 STREET,73 STREET,No Access,2017-11-23T06:11:29.000,Precinct,7219 17 AVENUE,11204,,,40.61639306170564,"{u'type': u'Point', u'coordinates': [-73.996736646976, 40.616393061706]}",Street/Sidewalk,-73.99673664697613,BROOKLYN,Unspecified,2017-11-22T23:07:33.000,The Police Department issued a summons in response to the complaint.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,17 AVENUE,,37762722,985156,163845
619,42,10929,50,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,04 BRONX,HEAT/HOT WATER,2017-11-22T22:11:03.000,,,ENTIRE BUILDING,,N/A,900 GRAND CONCOURSE,10451,,,40.82741127127748,"{u'type': u'Point', u'coordinates': [-73.92227666563, 40.827411271277]}",RESIDENTIAL BUILDING,-73.92227666563025,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,GRAND CONCOURSE,,37765452,1005760,240735
620,31,11610,58,5,INTERSECTION,NYPD,New York City Police Department,BRONX,BRONX,2017-11-22T22:15:55.000,09 BRONX,Noise - Street/Sidewalk,2017-11-22T22:11:02.000,,,Loud Talking,2017-11-23T06:11:02.000,Precinct,,10472,BEACH AVENUE,GLEASON AVENUE,40.829931310404646,"{u'type': u'Point', u'coordinates': [-73.865914005138, 40.829931310405]}",Street/Sidewalk,-73.86591400513787,BRONX,Unspecified,2017-11-22T22:15:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,,37759424,1021357,241672
621,48,17615,17,2,INTERSECTION,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2017-11-22T23:30:00.000,09 BROOKLYN,Traffic Signal Condition,2017-11-22T22:11:00.000,,,Controller,,N/A,,11213,BROOKLYN AVENUE,CARROLL STREET,40.666878623156904,"{u'type': u'Point', u'coordinates': [-73.945212751255, 40.666878623157]}",,-73.94521275125517,BROOKLYN,Unspecified,2017-11-22T23:30:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,,37763692,999449,182243
622,15,13826,32,2,ADDRESS,DEP,Department of Environmental Protection,BROOKLYN,BROOKLYN,,15 BROOKLYN,Noise,2017-11-22T22:11:00.000,AVENUE X,AVENUE Y,"Noise, Barking Dog (NR5)",,N/A,2470 EAST   24 STREET,11235,,,40.5917925746748,"{u'type': u'Point', u'coordinates': [-73.946084493107, 40.591792574675]}",,-73.94608449310732,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST   24 STREET,,37761264,999224,154887
623,28,14786,40,3,ADDRESS,NYPD,New York City Police Department,QUEENS,FOREST HILLS,2017-11-23T01:35:34.000,06 QUEENS,Noise - Commercial,2017-11-22T22:10:43.000,76 AVENUE,76 ROAD,Loud Talking,2017-11-23T06:10:43.000,Precinct,113-30 QUEENS BOULEVARD,11375,,,40.717516724493024,"{u'type': u'Point', u'coordinates': [-73.835524114823, 40.717516724493]}",Club/Bar/Restaurant,-73.83552411482275,QUEENS,Unspecified,2017-11-23T01:35:34.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BOULEVARD,,37760480,1029844,200730
624,39,13098,47,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2017-11-22T22:10:36.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Banging/Pounding,2017-11-23T06:10:36.000,Precinct,609W WEST 191 STREET,10040,,,40.85567264311442,"{u'type': u'Point', u'coordinates': [-73.929419205126, 40.855672643114]}",Residential Building/House,-73.92941920512644,MANHATTAN,Unspecified,2017-11-23T02:14:14.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,WEST 191 STREET,,37761385,1003775,251030
625,30,17613,36,2,ADDRESS,DCA,Department of Consumer Affairs,BROOKLYN,BROOKLYN,,01 BROOKLYN,Consumer Complaint,2017-11-22T22:10:12.000,CONSELYEA STREET,MEEKER AVENUE,Damaged Vehicle,2017-11-26T22:10:12.000,N/A,484 UNION AVENUE,11211,,,40.71495070597848,"{u'type': u'Point', u'coordinates': [-73.951752882141, 40.714950705978]}",,-73.95175288214118,BROOKLYN,Unspecified,,The Department of Consumer Affairs usually requires 4 days to review a complaint and determine the appropriate action. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,UNION AVENUE,,37760183,997625,199756
